period,stock_symbol,free_cash_flow,end_cash_position,begin_cash_position,changes_in_cash,operating_cashflow,cashflow_from_cont_operation
2022-01-31 00:00:00,HD,14005000000.00,2343000000.00,7895000000.00,-5518000000.00,16571000000.00,16571000000.00
2021-01-31 00:00:00,HD,16376000000.00,7895000000.00,2133000000.00,5686000000.00,18839000000.00,18839000000.00
2020-01-31 00:00:00,HD,,,,,,
2023-12-31 00:00:00,HON,4301000000.00,7925000000.00,9627000000.00,-1716000000.00,5340000000.00,5340000000.00
2022-12-31 00:00:00,HON,4508000000.00,9627000000.00,10959000000.00,-1149000000.00,5274000000.00,5274000000.00
2021-12-31 00:00:00,HON,5143000000.00,10959000000.00,14275000000.00,-3277000000.00,6038000000.00,6038000000.00
2020-12-31 00:00:00,HON,5302000000.00,14275000000.00,9067000000.00,5140000000.00,6208000000.00,6208000000.00
2019-12-31 00:00:00,HON,,,,,,
2023-10-31 00:00:00,HRL,777636000.00,736532000.00,982107000.00,-241761000.00,1047847000.00,1047847000.00
2022-10-31 00:00:00,HRL,856059000.00,982107000.00,613530000.00,390256000.00,1134977000.00,1134978000.00
2021-10-31 00:00:00,HRL,769518000.00,613530000.00,1714309000.00,-1103385000.00,1001934000.00,1001933000.00
2020-10-31 00:00:00,HRL,760523000.00,1714309000.00,672901000.00,1037882000.00,1128024000.00,1128024000.00
2019-10-31 00:00:00,HRL,,,,,,
2023-12-31 00:00:00,HST,795000000.00,1363000000.00,874000000.00,487000000.00,1441000000.00,1441000000.00
2022-12-31 00:00:00,HST,912000000.00,874000000.00,953000000.00,-76000000.00,1416000000.00,1416000000.00
2021-12-31 00:00:00,HST,-135000000.00,953000000.00,2476000000.00,-1523000000.00,292000000.00,292000000.00
2020-12-31 00:00:00,HST,-806000000.00,2476000000.00,1750000000.00,729000000.00,-307000000.00,-307000000.00
2019-12-31 00:00:00,HST,,,,,,
2023-12-31 00:00:00,HWM,682000000.00,610000000.00,792000000.00,-182000000.00,901000000.00,901000000.00
2022-12-31 00:00:00,HWM,540000000.00,792000000.00,722000000.00,72000000.00,733000000.00,733000000.00
2021-12-31 00:00:00,HWM,250000000.00,722000000.00,1611000000.00,-888000000.00,449000000.00,449000000.00
2020-12-31 00:00:00,HWM,-258000000.00,1611000000.00,1703000000.00,-89000000.00,9000000.00,9000000.00
2019-12-31 00:00:00,HWM,,,,,,
2023-10-31 00:00:00,HPQ,2962000000.00,3232000000.00,3145000000.00,87000000.00,3571000000.00,3571000000.00
2022-10-31 00:00:00,HPQ,3672000000.00,3145000000.00,4299000000.00,-1154000000.00,4463000000.00,4463000000.00
2021-10-31 00:00:00,HPQ,5827000000.00,4299000000.00,4864000000.00,-565000000.00,6409000000.00,6409000000.00
2020-10-31 00:00:00,HPQ,3736000000.00,4864000000.00,4537000000.00,327000000.00,4316000000.00,4316000000.00
2019-10-31 00:00:00,HPQ,,,,,,
2023-12-31 00:00:00,HUBB,715100000.00,336100000.00,440500000.00,-117300000.00,880800000.00,880800000.00
2022-12-31 00:00:00,HUBB,453900000.00,440500000.00,286200000.00,156900000.00,583200000.00,636200000.00
2021-12-31 00:00:00,HUBB,453600000.00,286200000.00,258600000.00,33000000.00,543800000.00,513700000.00
2020-12-31 00:00:00,HUBB,565200000.00,258600000.00,179800000.00,75000000.00,648000000.00,602900000.00
2019-12-31 00:00:00,HUBB,,,,,,
2023-12-31 00:00:00,HUM,2977000000.00,4694000000.00,5061000000.00,-367000000.00,3981000000.00,3981000000.00
2022-12-31 00:00:00,HUM,3450000000.00,5061000000.00,3394000000.00,1667000000.00,4587000000.00,4587000000.00
2021-12-31 00:00:00,HUM,920000000.00,3394000000.00,4673000000.00,-1279000000.00,2262000000.00,2262000000.00
2020-12-31 00:00:00,HUM,4675000000.00,4673000000.00,4054000000.00,619000000.00,5639000000.00,5639000000.00
2019-12-31 00:00:00,HUM,,,,,,
2023-12-31 00:00:00,HBAN,2517000000.00,10129000000.00,6704000000.00,3425000000.00,2657000000.00,2657000000.00
2022-12-31 00:00:00,HBAN,3813000000.00,6704000000.00,5522000000.00,1182000000.00,4027000000.00,4027000000.00
2021-12-31 00:00:00,HBAN,1815000000.00,5522000000.00,6595000000.00,-1073000000.00,2062000000.00,2062000000.00
2020-12-31 00:00:00,HBAN,1204000000.00,6595000000.00,1170000000.00,5425000000.00,1323000000.00,1323000000.00
2019-12-31 00:00:00,HBAN,,,,,,
2023-12-31 00:00:00,HII,678000000.00,430000000.00,467000000.00,-37000000.00,970000000.00,970000000.00
2022-12-31 00:00:00,HII,482000000.00,467000000.00,627000000.00,-160000000.00,766000000.00,766000000.00
2021-12-31 00:00:00,HII,429000000.00,627000000.00,512000000.00,115000000.00,760000000.00,760000000.00
2020-12-31 00:00:00,HII,740000000.00,512000000.00,75000000.00,437000000.00,1093000000.00,1093000000.00
2019-12-31 00:00:00,HII,,,,,,
2023-12-31 00:00:00,IBM,12121000000.00,13089000000.00,7988000000.00,5092000000.00,13931000000.00,13931000000.00
2022-12-31 00:00:00,IBM,8463000000.00,7988000000.00,6957000000.00,1275000000.00,10435000000.00,10435000000.00
2021-12-31 00:00:00,IBM,10028000000.00,6957000000.00,13675000000.00,-6533000000.00,12796000000.00,12796000000.00
2020-12-31 00:00:00,IBM,14967000000.00,13675000000.00,8314000000.00,5448000000.00,18197000000.00,18198000000.00
2019-12-31 00:00:00,IBM,,,,,,
2023-12-31 00:00:00,IEX,626800000.00,534300000.00,430200000.00,88200000.00,716700000.00,716700000.00
2022-12-31 00:00:00,IEX,489400000.00,430200000.00,855400000.00,-397600000.00,557400000.00,557400000.00
2021-12-31 00:00:00,IEX,492600000.00,855400000.00,1025900000.00,-142300000.00,565300000.00,565300000.00
2020-12-31 00:00:00,IEX,517700000.00,1025900000.00,632600000.00,354100000.00,569300000.00,569300000.00
2019-12-31 00:00:00,IEX,,,,,,
2023-12-31 00:00:00,IDXX,772879000.00,453932000.00,112546000.00,339260000.00,906510000.00,906510000.00
2022-12-31 00:00:00,IDXX,384146000.00,112546000.00,144454000.00,-23302000.00,542984000.00,542984000.00
2021-12-31 00:00:00,IDXX,635997000.00,144454000.00,383928000.00,-234835000.00,755546000.00,755546000.00
2020-12-31 00:00:00,IDXX,540187000.00,383928000.00,90326000.00,290271000.00,648063000.00,648063000.00
2019-12-31 00:00:00,IDXX,,,,,,
2023-12-31 00:00:00,ITW,3084000000.00,1065000000.00,708000000.00,354000000.00,3539000000.00,3539000000.00
2022-12-31 00:00:00,ITW,1936000000.00,708000000.00,1527000000.00,-762000000.00,2348000000.00,2348000000.00
2021-12-31 00:00:00,ITW,2261000000.00,1527000000.00,2564000000.00,-991000000.00,2557000000.00,2557000000.00
2020-12-31 00:00:00,ITW,2571000000.00,2564000000.00,1981000000.00,544000000.00,2807000000.00,2807000000.00
2019-12-31 00:00:00,ITW,,,,,,
2023-12-31 00:00:00,INCY,449001000.00,3215221000.00,2953120000.00,268777000.00,496487000.00,496487000.00
2022-12-31 00:00:00,INCY,892108000.00,2953120000.00,2059160000.00,890605000.00,969941000.00,969941000.00
2021-12-31 00:00:00,INCY,568482000.00,2059160000.00,1514765000.00,547965000.00,749488000.00,749488000.00
2020-12-31 00:00:00,INCY,-311978000.00,1514765000.00,1833707000.00,-321891000.00,-124599000.00,-124599000.00
2019-12-31 00:00:00,INCY,,,,,,
2023-12-31 00:00:00,IR,1272000000.00,1595500000.00,1613000000.00,-20600000.00,1377400000.00,1377400000.00
2022-12-31 00:00:00,IR,765700000.00,1613000000.00,2109600000.00,-426600000.00,860300000.00,865400000.00
2021-12-31 00:00:00,IR,551400000.00,2109600000.00,1750900000.00,372800000.00,615500000.00,627800000.00
2020-12-31 00:00:00,IR,872300000.00,1750900000.00,505500000.00,1205100000.00,914300000.00,653500000.00
2019-12-31 00:00:00,IR,,,,,,
2023-12-31 00:00:00,IP,692000000.00,1113000000.00,804000000.00,299000000.00,1833000000.00,1833000000.00
2022-12-31 00:00:00,IP,1243000000.00,804000000.00,1295000000.00,-488000000.00,2174000000.00,2174000000.00
2021-12-31 00:00:00,IP,1481000000.00,1295000000.00,595000000.00,709000000.00,2030000000.00,2030000000.00
2020-12-31 00:00:00,IP,2312000000.00,595000000.00,511000000.00,92000000.00,3063000000.00,3063000000.00
2019-12-31 00:00:00,IP,,,,,,
2023-12-31 00:00:00,IPG,375400000.00,2395100000.00,2553100000.00,-165000000.00,554700000.00,554700000.00
2022-12-31 00:00:00,IPG,464000000.00,2553100000.00,3272200000.00,-687400000.00,642100000.00,642100000.00
2021-12-31 00:00:00,IPG,1880300000.00,3272200000.00,2511500000.00,806100000.00,2075600000.00,2075600000.00
2020-12-31 00:00:00,IPG,1679700000.00,2511500000.00,1195700000.00,1284800000.00,1847200000.00,1847200000.00
2024-07-31 00:00:00,INTU,4634000000.00,7099000000.00,2852000000.00,4260000000.00,4884000000.00,4884000000.00
2023-07-31 00:00:00,INTU,4786000000.00,2852000000.00,2997000000.00,-145000000.00,5046000000.00,5046000000.00
2022-07-31 00:00:00,INTU,3660000000.00,2997000000.00,2819000000.00,200000000.00,3889000000.00,3889000000.00
2021-07-31 00:00:00,INTU,3125000000.00,2819000000.00,6697000000.00,-3891000000.00,3250000000.00,3250000000.00
2020-07-31 00:00:00,INTU,,,,,,
2023-12-31 00:00:00,ISRG,749600000.00,2770100000.00,1600700000.00,1166100000.00,1813800000.00,1813800000.00
2022-12-31 00:00:00,ISRG,958400000.00,1600700000.00,1306000000.00,289300000.00,1490800000.00,1490800000.00
2021-12-31 00:00:00,ISRG,1749900000.00,1306000000.00,1638500000.00,-329100000.00,2089400000.00,2089400000.00
2020-12-31 00:00:00,ISRG,1143300000.00,1638500000.00,1182600000.00,458500000.00,1484800000.00,1484800000.00
2019-12-31 00:00:00,ISRG,,,,,,
2023-12-31 00:00:00,IVZ,1136500000.00,1931600000.00,1434100000.00,471100000.00,1300800000.00,1300800000.00
2022-12-31 00:00:00,IVZ,510300000.00,1434100000.00,2147100000.00,-639300000.00,703200000.00,703200000.00
2021-12-31 00:00:00,IVZ,969300000.00,2147100000.00,1839300000.00,347500000.00,1078100000.00,1078100000.00
2020-12-31 00:00:00,IVZ,1115300000.00,1839300000.00,1701200000.00,84800000.00,1230300000.00,1230300000.00
2019-12-31 00:00:00,IVZ,,,,,,
2023-12-31 00:00:00,INVH,885986000.00,897484000.00,453927000.00,443557000.00,1107088000.00,1107088000.00
2022-12-31 00:00:00,INVH,815517000.00,453927000.00,818858000.00,-364931000.00,1023587000.00,1023587000.00
2021-12-31 00:00:00,INVH,744828000.00,818858000.00,411768000.00,407090000.00,907660000.00,907660000.00
2020-12-31 00:00:00,INVH,524428000.00,411768000.00,286245000.00,125523000.00,696712000.00,696712000.00
2019-12-31 00:00:00,INVH,,,,,,
2023-12-31 00:00:00,IQV,1500000000.00,1376000000.00,1216000000.00,164000000.00,2149000000.00,2149000000.00
2022-12-31 00:00:00,IQV,1586000000.00,1216000000.00,1366000000.00,-75000000.00,2260000000.00,2260000000.00
2021-12-31 00:00:00,IQV,2302000000.00,1366000000.00,1814000000.00,-396000000.00,2942000000.00,2942000000.00
2020-12-31 00:00:00,IQV,1343000000.00,1814000000.00,837000000.00,946000000.00,1959000000.00,1959000000.00
2019-12-31 00:00:00,IQV,,,,,,
2023-12-31 00:00:00,IRM,-231530000.00,222789000.00,141797000.00,94877000.00,1113567000.00,1113567000.00
2022-12-31 00:00:00,IRM,44112000.00,141797000.00,255828000.00,-93521000.00,927695000.00,927695000.00
2021-12-31 00:00:00,IRM,134526000.00,255828000.00,205063000.00,64783000.00,758902000.00,758902000.00
2020-12-31 00:00:00,IRM,534404000.00,205063000.00,193555000.00,15518000.00,987657000.00,987657000.00
2019-12-31 00:00:00,IRM,,,,,,
2023-12-31 00:00:00,JBHT,-117813000.00,53344000.00,51927000.00,1417000.00,1744618000.00,1744618000.00
2022-12-31 00:00:00,JBHT,236086000.00,51927000.00,355549000.00,-303622000.00,1776882000.00,1776882000.00
2021-12-31 00:00:00,JBHT,276335000.00,355549000.00,313302000.00,42247000.00,1223898000.00,1223898000.00
2020-12-31 00:00:00,JBHT,384314000.00,313302000.00,35000000.00,278302000.00,1122859000.00,1122859000.00
2019-12-31 00:00:00,JBHT,,,,,,
2023-08-31 00:00:00,JBL,704000000.00,1804000000.00,1478000000.00,331000000.00,1734000000.00,1734000000.00
2022-08-31 00:00:00,JBL,266000000.00,1478000000.00,1567000000.00,-95000000.00,1651000000.00,1651000000.00
2021-08-31 00:00:00,JBL,274000000.00,1567000000.00,1394000000.00,169000000.00,1433000000.00,1433000000.00
2020-08-31 00:00:00,JBL,274000000.00,1394000000.00,1163000000.00,271000000.00,1257000000.00,1257000000.00
2024-06-30 00:00:00,JKHY,335618000.00,38284000.00,12243000.00,26041000.00,568041000.00,568041000.00
2023-06-30 00:00:00,JKHY,174575000.00,12243000.00,48787000.00,-36544000.00,381559000.00,381559000.00
2022-06-30 00:00:00,JKHY,313242000.00,48787000.00,50992000.00,-2205000.00,504631000.00,504631000.00
2021-06-30 00:00:00,JKHY,304292000.00,50992000.00,213345000.00,-162353000.00,462129000.00,462129000.00
2020-06-30 00:00:00,JKHY,,,,,,
2023-09-30 00:00:00,J,837277000.00,929445000.00,1154207000.00,-257310000.00,974763000.00,974763000.00
2022-09-30 00:00:00,J,347094000.00,1154207000.00,1026575000.00,256524000.00,474709000.00,474709000.00
2021-09-30 00:00:00,J,633462000.00,1026575000.00,862424000.00,144516000.00,726276000.00,726276000.00
2020-09-30 00:00:00,J,688580000.00,862424000.00,631068000.00,169442000.00,806849000.00,806849000.00
2023-12-31 00:00:00,JNJ,17778000000.00,21859000000.00,14127000000.00,7844000000.00,22791000000.00,22791000000.00
2022-12-31 00:00:00,JNJ,17185000000.00,14127000000.00,14487000000.00,-48000000.00,21194000000.00,21194000000.00
2021-12-31 00:00:00,JNJ,19758000000.00,14487000000.00,13985000000.00,680000000.00,23410000000.00,23410000000.00
2020-12-31 00:00:00,JNJ,20189000000.00,13985000000.00,17305000000.00,-3409000000.00,23536000000.00,23536000000.00
2023-09-30 00:00:00,JCI,1682000000.00,835000000.00,2066000000.00,-1137000000.00,2221000000.00,2221000000.00
2022-09-30 00:00:00,JCI,1394000000.00,2031000000.00,1342000000.00,777000000.00,1986000000.00,1990000000.00
2021-09-30 00:00:00,JCI,1935000000.00,1336000000.00,1960000000.00,-734000000.00,2487000000.00,2551000000.00
2020-09-30 00:00:00,JCI,1776000000.00,1951000000.00,2821000000.00,-976000000.00,2219000000.00,2479000000.00
2023-12-31 00:00:00,JPM,12974000000.00,624151000000.00,567234000000.00,55046000000.00,12974000000.00,12974000000.00
2022-12-31 00:00:00,JPM,107119000000.00,567234000000.00,740834000000.00,-156957000000.00,107119000000.00,107119000000.00
2021-12-31 00:00:00,JPM,78084000000.00,740834000000.00,527609000000.00,224733000000.00,78084000000.00,78084000000.00
2020-12-31 00:00:00,JPM,-79910000000.00,527609000000.00,263631000000.00,254823000000.00,-79910000000.00,-79910000000.00
2019-12-31 00:00:00,JPM,,,,,,
2023-12-31 00:00:00,JNPR,713400000.00,1084300000.00,897700000.00,186400000.00,872800000.00,872800000.00
2022-12-31 00:00:00,JNPR,-7500000.00,897700000.00,942700000.00,-23300000.00,97600000.00,97600000.00
2021-12-31 00:00:00,JNPR,589700000.00,942700000.00,1383000000.00,-428200000.00,689700000.00,689700000.00
2020-12-31 00:00:00,JNPR,511600000.00,1383000000.00,1276500000.00,100700000.00,612000000.00,612000000.00
2019-12-31 00:00:00,JNPR,,,,,,
2023-12-31 00:00:00,K,968000000.00,274000000.00,299000000.00,-27000000.00,1645000000.00,1645000000.00
2022-12-31 00:00:00,K,1163000000.00,299000000.00,286000000.00,122000000.00,1651000000.00,1651000000.00
2021-12-31 00:00:00,K,1148000000.00,286000000.00,435000000.00,-133000000.00,1701000000.00,1701000000.00
2020-12-31 00:00:00,K,1481000000.00,435000000.00,397000000.00,13000000.00,1986000000.00,1986000000.00
2019-12-31 00:00:00,K,,,,,,
2023-12-31 00:00:00,KVUE,2699000000.00,1382000000.00,1231000000.00,153000000.00,3168000000.00,3168000000.00
2022-12-31 00:00:00,KVUE,2150000000.00,1231000000.00,740000000.00,552000000.00,2525000000.00,2525000000.00
2021-12-31 00:00:00,KVUE,39000000.00,740000000.00,618000000.00,163000000.00,334000000.00,334000000.00
2020-12-31 00:00:00,KVUE,3168000000.00,618000000.00,752000000.00,-143000000.00,3397000000.00,3397000000.00
2019-12-31 00:00:00,KVUE,,,,,,
2023-12-31 00:00:00,KDP,848000000.00,267000000.00,535000000.00,-287000000.00,1329000000.00,1329000000.00
2022-12-31 00:00:00,KDP,2458000000.00,535000000.00,568000000.00,-26000000.00,2837000000.00,2837000000.00
2021-12-31 00:00:00,KDP,2419000000.00,568000000.00,255000000.00,322000000.00,2874000000.00,2874000000.00
2020-12-31 00:00:00,KDP,1939000000.00,255000000.00,111000000.00,150000000.00,2456000000.00,2456000000.00
2019-12-31 00:00:00,KDP,,,,,,
2023-12-31 00:00:00,KEY,2761000000.00,941000000.00,887000000.00,54000000.00,2903000000.00,2903000000.00
2022-12-31 00:00:00,KEY,4361000000.00,887000000.00,913000000.00,-26000000.00,4469000000.00,4469000000.00
2021-12-31 00:00:00,KEY,1087000000.00,913000000.00,1091000000.00,-178000000.00,1153000000.00,1153000000.00
2020-12-31 00:00:00,KEY,1610000000.00,1091000000.00,732000000.00,359000000.00,1673000000.00,1673000000.00
2019-12-31 00:00:00,KEY,,,,,,
2023-10-31 00:00:00,KEYS,1212000000.00,2488000000.00,2057000000.00,433000000.00,1408000000.00,1408000000.00
2022-10-31 00:00:00,KEYS,959000000.00,2057000000.00,2068000000.00,32000000.00,1144000000.00,1144000000.00
2021-10-31 00:00:00,KEYS,1148000000.00,2068000000.00,1767000000.00,298000000.00,1322000000.00,1322000000.00
2020-10-31 00:00:00,KEYS,899000000.00,1767000000.00,1600000000.00,161000000.00,1016000000.00,1016000000.00
2019-10-31 00:00:00,KEYS,,,,,,
2023-12-31 00:00:00,KMB,2776000000.00,1093000000.00,427000000.00,750000000.00,3542000000.00,3542000000.00
2022-12-31 00:00:00,KMB,1857000000.00,427000000.00,270000000.00,188000000.00,2733000000.00,2733000000.00
2021-12-31 00:00:00,KMB,1723000000.00,270000000.00,303000000.00,-22000000.00,2730000000.00,2730000000.00
2020-12-31 00:00:00,KMB,2512000000.00,303000000.00,442000000.00,-143000000.00,3729000000.00,3729000000.00
2019-12-31 00:00:00,KMB,,,,,,
2023-12-31 00:00:00,KIM,1071607000.00,783757000.00,149829000.00,633928000.00,1071607000.00,1071607000.00
2022-12-31 00:00:00,KIM,861114000.00,149829000.00,334663000.00,-184834000.00,861114000.00,861114000.00
2021-12-31 00:00:00,KIM,618875000.00,334663000.00,293188000.00,41475000.00,618875000.00,618875000.00
2020-12-31 00:00:00,KIM,589913000.00,293188000.00,123947000.00,169241000.00,589913000.00,589913000.00
2019-12-31 00:00:00,KIM,,,,,,
2023-12-31 00:00:00,KMI,4146000000.00,96000000.00,794000000.00,-698000000.00,6491000000.00,6491000000.00
2022-12-31 00:00:00,KMI,3346000000.00,794000000.00,1147000000.00,-353000000.00,4967000000.00,4967000000.00
2021-12-31 00:00:00,KMI,4427000000.00,1147000000.00,1209000000.00,-62000000.00,5708000000.00,5708000000.00
2020-12-31 00:00:00,KMI,2843000000.00,1209000000.00,209000000.00,1001000000.00,4550000000.00,4550000000.00
2019-12-31 00:00:00,KMI,,,,,,
2023-12-31 00:00:00,KKR,-1602205000.00,20808120000.00,13385370000.00,7397340000.00,-1493812000.00,-1493812000.00
2022-12-31 00:00:00,KKR,-5364315000.00,13385370000.00,10526304000.00,3128835000.00,-5279259000.00,-5279259000.00
2021-12-31 00:00:00,KKR,-7278757000.00,10526304000.00,6993457000.00,3581738000.00,-7176708000.00,-7176708000.00
2020-12-31 00:00:00,KKR,-6107079000.00,6993457000.00,3237416000.00,3696625000.00,-5953693000.00,-5953693000.00
2019-12-31 00:00:00,KKR,,,,,,
2024-06-30 00:00:00,KLAC,3031191000.00,1977129000.00,1927865000.00,55573000.00,3308575000.00,3308575000.00
2023-06-30 00:00:00,KLAC,3328214000.00,1927865000.00,1584908000.00,356945000.00,3669805000.00,3669805000.00
2022-06-30 00:00:00,KLAC,3005382000.00,1584908000.00,1434610000.00,179239000.00,3312702000.00,3312702000.00
2021-06-30 00:00:00,KLAC,1953398000.00,1434610000.00,1234409000.00,186741000.00,2185026000.00,2185026000.00
2020-06-30 00:00:00,KLAC,,,,,,
2023-12-31 00:00:00,KHC,2963000000.00,1404000000.00,1041000000.00,382000000.00,3976000000.00,3976000000.00
2022-12-31 00:00:00,KHC,1553000000.00,1041000000.00,3446000000.00,-2336000000.00,2469000000.00,2469000000.00
2021-12-31 00:00:00,KHC,4459000000.00,3446000000.00,3418000000.00,58000000.00,5364000000.00,5364000000.00
2020-12-31 00:00:00,KHC,4333000000.00,3418000000.00,2280000000.00,1076000000.00,4929000000.00,4929000000.00
2019-12-31 00:00:00,KHC,,,,,,
2024-01-31 00:00:00,KR,2884000000.00,1883000000.00,1015000000.00,868000000.00,6788000000.00,6788000000.00
2023-01-31 00:00:00,KR,1420000000.00,1015000000.00,1821000000.00,-806000000.00,4498000000.00,4498000000.00
2022-01-31 00:00:00,KR,3576000000.00,1821000000.00,1687000000.00,134000000.00,6190000000.00,6190000000.00
2021-01-31 00:00:00,KR,3950000000.00,1687000000.00,399000000.00,1288000000.00,6815000000.00,6815000000.00
2020-01-31 00:00:00,KR,,,,,,
2023-12-31 00:00:00,LHX,1647000000.00,560000000.00,880000000.00,-331000000.00,2096000000.00,2096000000.00
2022-12-31 00:00:00,LHX,1906000000.00,880000000.00,941000000.00,-43000000.00,2158000000.00,2158000000.00
2021-12-31 00:00:00,LHX,2345000000.00,941000000.00,1276000000.00,-332000000.00,2687000000.00,2687000000.00
2020-12-31 00:00:00,LHX,2422000000.00,1276000000.00,824000000.00,429000000.00,2790000000.00,2790000000.00
2023-12-31 00:00:00,LH,874100000.00,536800000.00,430000000.00,96900000.00,1327700000.00,1202300000.00
2022-12-31 00:00:00,LH,1526600000.00,320600000.00,1472700000.00,-1127900000.00,1955900000.00,1764800000.00
2021-12-31 00:00:00,LH,2688100000.00,1381400000.00,1320800000.00,67900000.00,3109600000.00,2846300000.00
2020-12-31 00:00:00,LH,1753600000.00,1320800000.00,337500000.00,974700000.00,2135300000.00,2135300000.00
2019-12-31 00:00:00,LH,,,,,,
2024-06-30 00:00:00,LRCX,4255599000.00,5850803000.00,5587372000.00,285805000.00,4652269000.00,4652269000.00
2023-06-30 00:00:00,LRCX,4677370000.00,5587372000.00,3773535000.00,1813709000.00,5178938000.00,5178938000.00
2022-06-30 00:00:00,LRCX,2553640000.00,3773535000.00,4670750000.00,-866988000.00,3099674000.00,3099674000.00
2021-06-30 00:00:00,LRCX,3239067000.00,4670750000.00,5169083000.00,-505548000.00,3588163000.00,3588163000.00
2020-06-30 00:00:00,LRCX,,,,,,
2024-05-31 00:00:00,LW,-131300000.00,71400000.00,304800000.00,-233900000.00,798200000.00,798200000.00
2023-05-31 00:00:00,LW,107700000.00,304800000.00,525000000.00,-238400000.00,761700000.00,761700000.00
2022-05-31 00:00:00,LW,128500000.00,525000000.00,783500000.00,-255300000.00,418600000.00,418600000.00
2021-05-31 00:00:00,LW,405500000.00,783500000.00,1364000000.00,-583800000.00,552700000.00,552700000.00
2020-05-31 00:00:00,LW,,,,,,
2023-12-31 00:00:00,LVS,1970000000.00,5229000000.00,6436000000.00,-1215000000.00,3227000000.00,3227000000.00
2022-12-31 00:00:00,LVS,-1575000000.00,6436000000.00,1925000000.00,4489000000.00,-795000000.00,-944000000.00
2021-12-31 00:00:00,LVS,-824000000.00,1925000000.00,2137000000.00,-196000000.00,15000000.00,-243000000.00
2020-12-31 00:00:00,LVS,-2539000000.00,2137000000.00,4242000000.00,-2081000000.00,-1312000000.00,-1191000000.00
2019-12-31 00:00:00,LVS,,,,,,
2023-12-31 00:00:00,LDOS,958000000.00,777000000.00,683000000.00,239000000.00,1165000000.00,1165000000.00
2022-12-31 00:00:00,LDOS,863000000.00,516000000.00,875000000.00,-186000000.00,992000000.00,992000000.00
2021-12-31 00:00:00,LDOS,929000000.00,727000000.00,687000000.00,190000000.00,1033000000.00,1033000000.00
2020-12-31 00:00:00,LDOS,1151000000.00,687000000.00,717000000.00,-30000000.00,1334000000.00,1334000000.00
2019-12-31 00:00:00,LDOS,,,,,,
2023-11-30 00:00:00,LEN,5079939000.00,6570938000.00,4815770000.00,1755168000.00,5179738000.00,5179738000.00
2022-11-30 00:00:00,LEN,3208454000.00,4815770000.00,2955683000.00,1860087000.00,3265668000.00,3265668000.00
2021-11-30 00:00:00,LEN,2467602000.00,2955683000.00,2932730000.00,22953000.00,2532774000.00,2532774000.00
2020-11-30 00:00:00,LEN,4118067000.00,2932730000.00,1468691000.00,1464039000.00,4190819000.00,4190819000.00
2019-11-30 00:00:00,LEN,,,,,,
2023-12-31 00:00:00,LLY,-3152000000.00,2818600000.00,2067000000.00,583000000.00,4240100000.00,4240100000.00
2022-12-31 00:00:00,LLY,4600400000.00,2067000000.00,3818500000.00,-1583900000.00,7585700000.00,7585700000.00
2021-12-31 00:00:00,LLY,5387500000.00,3818500000.00,3657100000.00,367100000.00,7365900000.00,7365900000.00
2020-12-31 00:00:00,LLY,4470500000.00,3657100000.00,2337500000.00,1103600000.00,6499600000.00,6499600000.00
2019-12-31 00:00:00,LLY,,,,,,
2023-12-31 00:00:00,LIN,5518000000.00,4664000000.00,5436000000.00,-765000000.00,9305000000.00,9305000000.00
2022-12-31 00:00:00,LIN,5691000000.00,5436000000.00,2823000000.00,2687000000.00,8864000000.00,8864000000.00
2021-12-31 00:00:00,LIN,6639000000.00,2823000000.00,3754000000.00,-870000000.00,9725000000.00,9725000000.00
2020-12-31 00:00:00,LIN,4029000000.00,3754000000.00,2700000000.00,1098000000.00,7429000000.00,7429000000.00
2019-12-31 00:00:00,LIN,,,,,,
2023-12-31 00:00:00,LYV,895537000.00,6238956000.00,5612374000.00,587708000.00,1370794000.00,1370794000.00
2022-12-31 00:00:00,LYV,1478777000.00,5612374000.00,4887792000.00,904032000.00,1832063000.00,1832063000.00
2021-12-31 00:00:00,LYV,1620734000.00,4887792000.00,2546439000.00,2384938000.00,1780568000.00,1780568000.00
2020-12-31 00:00:00,LYV,-1305997000.00,2546439000.00,2474242000.00,42632000.00,-1083388000.00,-1083388000.00
2023-12-31 00:00:00,LKQ,998000000.00,299000000.00,278000000.00,16000000.00,1356000000.00,1356000000.00
2022-12-31 00:00:00,LKQ,1028000000.00,278000000.00,274000000.00,28000000.00,1250000000.00,1250000000.00
2021-12-31 00:00:00,LKQ,1074000000.00,274000000.00,312000000.00,-37000000.00,1367000000.00,1367000000.00
2020-12-31 00:00:00,LKQ,1271000000.00,312000000.00,535000000.00,-235000000.00,1444000000.00,1444000000.00
2019-12-31 00:00:00,LKQ,,,,,,
2023-12-31 00:00:00,LMT,6229000000.00,1442000000.00,2547000000.00,-1105000000.00,7920000000.00,7920000000.00
2022-12-31 00:00:00,LMT,6132000000.00,2547000000.00,3604000000.00,-1057000000.00,7802000000.00,7802000000.00
2021-12-31 00:00:00,LMT,7699000000.00,3604000000.00,3160000000.00,444000000.00,9221000000.00,9221000000.00
2020-12-31 00:00:00,LMT,6417000000.00,3160000000.00,1514000000.00,1646000000.00,8183000000.00,8183000000.00
2019-12-31 00:00:00,LMT,,,,,,
2023-12-31 00:00:00,L,3221000000.00,399000000.00,532000000.00,-138000000.00,3907000000.00,3907000000.00
2022-12-31 00:00:00,L,2654000000.00,532000000.00,621000000.00,-70000000.00,3314000000.00,3314000000.00
