period,stock_symbol,ordinary_shares_number,share_issued,total_debt,cash_and_cash_equivalents
2022-12-31 00:00:00,GM,1400000000.00,1400000000.00,115666000000.00,19153000000.00
2021-12-31 00:00:00,GM,1500000000.00,1500000000.00,110391000000.00,20067000000.00
2020-12-31 00:00:00,GM,1400000000.00,1400000000.00,110863000000.00,19992000000.00
2019-12-31 00:00:00,GM,,,,
2023-12-31 00:00:00,GPC,139567071.00,139567071.00,4886166000.00,1102007000.00
2022-12-31 00:00:00,GPC,140941649.00,140941649.00,4164842000.00,653463000.00
2021-12-31 00:00:00,GPC,142180683.00,142180683.00,3198538000.00,714701000.00
2020-12-31 00:00:00,GPC,144354335.00,144354335.00,3466439000.00,990166000.00
2019-12-31 00:00:00,GPC,,,,
2023-12-31 00:00:00,GILD,1246041895.00,1246041895.00,24987000000.00,6085000000.00
2022-12-31 00:00:00,GILD,1247000000.00,1247000000.00,25230000000.00,5412000000.00
2021-12-31 00:00:00,GILD,1254000000.00,1254000000.00,26695000000.00,5338000000.00
2020-12-31 00:00:00,GILD,1254000000.00,1254000000.00,31402000000.00,5997000000.00
2019-12-31 00:00:00,GILD,,,,
2023-12-31 00:00:00,GPN,260382746.00,260382746.00,17375822000.00,2088887000.00
2022-12-31 00:00:00,GPN,263081872.00,263081872.00,14285897000.00,1997566000.00
2021-12-31 00:00:00,GPN,284750452.00,284750452.00,12081070000.00,1979308000.00
2020-12-31 00:00:00,GPN,298332459.00,298332459.00,9756168000.00,1945868000.00
2019-12-31 00:00:00,GPN,,,,
2023-12-31 00:00:00,GL,93791329.00,102218183.00,2115672000.00,103156000.00
2022-12-31 00:00:00,GL,96739895.00,105218183.00,2077055000.00,92559000.00
2021-12-31 00:00:00,GL,99567338.00,109218183.00,2026138000.00,92163000.00
2020-12-31 00:00:00,GL,103797484.00,113218183.00,1922804000.00,94847000.00
2019-12-31 00:00:00,GL,,,,
2023-12-31 00:00:00,GDDY,142051000.00,142051000.00,3935700000.00,458800000.00
2022-12-31 00:00:00,GDDY,153830000.00,153830000.00,3980900000.00,774000000.00
2021-12-31 00:00:00,GDDY,166901000.00,166901000.00,4061900000.00,1255700000.00
2020-12-31 00:00:00,GDDY,169157000.00,169157000.00,3322600000.00,765200000.00
2019-12-31 00:00:00,GDDY,,,,
2023-12-31 00:00:00,GS,323376354.00,922895032.00,333248000000.00,241577000000.00
2022-12-31 00:00:00,GS,334918639.00,917815032.00,324199000000.00,241825000000.00
2021-12-31 00:00:00,GS,333573254.00,906430316.00,321879000000.00,261036000000.00
2020-12-31 00:00:00,GS,344088725.00,901692041.00,294389000000.00,155842000000.00
2023-12-31 00:00:00,HAL,889051742.00,1065051742.00,8809000000.00,2264000000.00
2022-12-31 00:00:00,HAL,902000000.00,1066000000.00,8943000000.00,2346000000.00
2021-12-31 00:00:00,HAL,896000000.00,1066000000.00,10212000000.00,3044000000.00
2020-12-31 00:00:00,HAL,885000000.00,1066000000.00,10836000000.00,2563000000.00
2019-12-31 00:00:00,HAL,,,,
2023-12-31 00:00:00,HIG,298472098.00,326960228.00,4362000000.00,126000000.00
2022-12-31 00:00:00,HIG,315111248.00,344960228.00,4357000000.00,229000000.00
2021-12-31 00:00:00,HIG,334925984.00,366960228.00,4944000000.00,205000000.00
2020-12-31 00:00:00,HIG,358488540.00,384923222.00,4352000000.00,151000000.00
2019-12-31 00:00:00,HIG,,,,
2023-12-31 00:00:00,HAS,138788555.00,220286736.00,3496300000.00,544800000.00
2022-12-31 00:00:00,HAS,138180353.00,220286736.00,4006400000.00,498600000.00
2021-12-31 00:00:00,HAS,138220600.00,220286736.00,4069000000.00,983400000.00
2020-12-31 00:00:00,HAS,137307333.00,220286736.00,5099200000.00,1376500000.00
2019-12-31 00:00:00,HAS,,,,
2023-12-31 00:00:00,HCA,265537300.00,265537300.00,41859000000.00,935000000.00
2022-12-31 00:00:00,HCA,277378300.00,277378300.00,40200000000.00,908000000.00
2021-12-31 00:00:00,HCA,305476800.00,305476800.00,36726000000.00,1451000000.00
2020-12-31 00:00:00,HCA,339425600.00,339425600.00,33056000000.00,1793000000.00
2019-12-31 00:00:00,HCA,,,,
2023-12-31 00:00:00,DOC,547156311.00,547156311.00,7083042000.00,117635000.00
2022-12-31 00:00:00,DOC,546641973.00,546641973.00,6706128000.00,72032000.00
2021-12-31 00:00:00,DOC,539096879.00,539096879.00,6374536000.00,158287000.00
2020-12-31 00:00:00,DOC,538405393.00,538405393.00,6477874000.00,44226000.00
2019-12-31 00:00:00,DOC,,,,
2023-12-31 00:00:00,HSIC,129247765.00,129247765.00,2741000000.00,171000000.00
2022-12-31 00:00:00,HSIC,131792817.00,131792817.00,1497000000.00,117000000.00
2021-12-31 00:00:00,HSIC,137145558.00,137145558.00,1217000000.00,118000000.00
2020-12-31 00:00:00,HSIC,142462571.00,142462571.00,1002418000.00,421185000.00
2019-12-31 00:00:00,HSIC,,,,
2023-12-31 00:00:00,HSY,204392926.00,221553025.00,5125612000.00,401902000.00
2022-12-31 00:00:00,HSY,204964717.00,221553025.00,5117981000.00,463889000.00
2021-12-31 00:00:00,HSY,206109014.00,221553025.00,5376085000.00,329266000.00
2020-12-31 00:00:00,HSY,208227127.00,221553025.00,4821074000.00,1143987000.00
2019-12-31 00:00:00,HSY,,,,
2023-12-31 00:00:00,HES,307158272.00,307158272.00,9598000000.00,1688000000.00
2022-12-31 00:00:00,HES,306176864.00,306176864.00,9150000000.00,2486000000.00
2021-12-31 00:00:00,HES,309744953.00,309744953.00,9141000000.00,2713000000.00
2020-12-31 00:00:00,HES,306980092.00,306980092.00,9075000000.00,1739000000.00
2019-12-31 00:00:00,HES,,,,
2023-10-31 00:00:00,HPE,1282630000.00,1282630000.00,13515000000.00,4270000000.00
2022-10-31 00:00:00,HPE,1281000000.00,1281000000.00,13484000000.00,4163000000.00
2021-10-31 00:00:00,HPE,1295000000.00,1295000000.00,14578000000.00,3996000000.00
2020-10-31 00:00:00,HPE,1287000000.00,1287000000.00,17027000000.00,4233000000.00
2019-10-31 00:00:00,HPE,,,,
2023-12-31 00:00:00,HLT,253488288.00,334295337.00,10120000000.00,800000000.00
2022-12-31 00:00:00,HLT,267860301.00,333077386.00,9691000000.00,1209000000.00
2021-12-31 00:00:00,HLT,279091009.00,332011359.00,9776000000.00,1427000000.00
2020-12-31 00:00:00,HLT,277590904.00,330511254.00,11628000000.00,3218000000.00
2019-12-31 00:00:00,HLT,,,,
2023-09-30 00:00:00,HOLX,241709000.00,299940000.00,2904100000.00,2722500000.00
2022-09-30 00:00:00,HOLX,247132000.00,298533000.00,2921600000.00,2339500000.00
2021-09-30 00:00:00,HOLX,253653000.00,297306000.00,3144600000.00,1170300000.00
2020-09-30 00:00:00,HOLX,257498000.00,295107000.00,3147200000.00,701000000.00
2024-01-31 00:00:00,HD,992000000.00,1796000000.00,52243000000.00,3760000000.00
2023-01-31 00:00:00,HD,1016000000.00,1794000000.00,50364000000.00,2757000000.00
2022-01-31 00:00:00,HD,1035000000.00,1792000000.00,46269000000.00,2343000000.00
2021-01-31 00:00:00,HD,1077000000.00,1789000000.00,43422000000.00,7895000000.00
2020-01-31 00:00:00,HD,,,,
2023-12-31 00:00:00,HON,651800000.00,957600000.00,21536000000.00,7925000000.00
2022-12-31 00:00:00,HON,667600000.00,957600000.00,20537000000.00,9627000000.00
2021-12-31 00:00:00,HON,684800000.00,957600000.00,20631000000.00,10959000000.00
2020-12-31 00:00:00,HON,696800000.00,957600000.00,23212000000.00,14275000000.00
2019-12-31 00:00:00,HON,,,,
2023-10-31 00:00:00,HRL,546599420.00,546599420.00,3309248000.00,736532000.00
2022-10-31 00:00:00,HRL,546237051.00,546237051.00,3299345000.00,982107000.00
2021-10-31 00:00:00,HRL,542412403.00,542412403.00,3323903000.00,613530000.00
2020-10-31 00:00:00,HRL,539887092.00,539887092.00,1303627000.00,1714309000.00
2019-10-31 00:00:00,HRL,,,,
2023-12-31 00:00:00,HST,703600000.00,703600000.00,4772000000.00,1144000000.00
2022-12-31 00:00:00,HST,713400000.00,713400000.00,4783000000.00,667000000.00
2021-12-31 00:00:00,HST,714100000.00,714100000.00,5455000000.00,807000000.00
2020-12-31 00:00:00,HST,705400000.00,705400000.00,6151000000.00,2335000000.00
2019-12-31 00:00:00,HST,,,,
2023-12-31 00:00:00,HWM,409914461.00,409914461.00,3835000000.00,610000000.00
2022-12-31 00:00:00,HWM,412155057.00,412155057.00,4277000000.00,791000000.00
2021-12-31 00:00:00,HWM,421691912.00,421691912.00,4346000000.00,720000000.00
2020-12-31 00:00:00,HWM,432906377.00,432906377.00,5213000000.00,1610000000.00
2019-12-31 00:00:00,HWM,,,,
2023-10-31 00:00:00,HPQ,988268771.00,988268771.00,10739000000.00,3107000000.00
2022-10-31 00:00:00,HPQ,980000000.00,980000000.00,12294000000.00,3145000000.00
2021-10-31 00:00:00,HPQ,1092205000.00,1092205000.00,8778000000.00,4299000000.00
2020-10-31 00:00:00,HPQ,1304000000.00,1304000000.00,7396000000.00,4864000000.00
2019-10-31 00:00:00,HPQ,,,,
2023-12-31 00:00:00,HUBB,53730566.00,53730566.00,2290000000.00,336100000.00
2022-12-31 00:00:00,HUBB,53689539.00,53689539.00,1558000000.00,440500000.00
2021-12-31 00:00:00,HUBB,54518047.00,54518047.00,1530600000.00,286200000.00
2020-12-31 00:00:00,HUBB,54382659.00,54382659.00,1692500000.00,258600000.00
2019-12-31 00:00:00,HUBB,,,,
2023-12-31 00:00:00,HUM,122224220.00,198690082.00,11656000000.00,4694000000.00
2022-12-31 00:00:00,HUM,124974643.00,198666598.00,11126000000.00,5061000000.00
2021-12-31 00:00:00,HUM,128801984.00,198648742.00,12494000000.00,3394000000.00
2020-12-31 00:00:00,HUM,128861128.00,198648742.00,6660000000.00,4673000000.00
2023-12-31 00:00:00,HBAN,1448319953.00,1455722961.00,12396000000.00,10323000000.00
2022-12-31 00:00:00,HBAN,1443068036.00,1449390088.00,11460000000.00,6918000000.00
2021-12-31 00:00:00,HBAN,1437742172.00,1444040460.00,7122000000.00,5914000000.00
2020-12-31 00:00:00,HBAN,1017196776.00,1022258830.00,8464000000.00,6712000000.00
2019-12-31 00:00:00,HBAN,,,,
2023-12-31 00:00:00,HII,39618880.00,53595748.00,2673000000.00,430000000.00
2022-12-31 00:00:00,HII,39900000.00,53500000.00,3151000000.00,467000000.00
2021-12-31 00:00:00,HII,40000000.00,53400000.00,3492000000.00,627000000.00
2020-12-31 00:00:00,HII,40492618.00,53300000.00,1843000000.00,512000000.00
2019-12-31 00:00:00,HII,,,,
2023-12-31 00:00:00,IBM,915013646.00,2266911160.00,59935000000.00,13068000000.00
2022-12-31 00:00:00,IBM,906091977.00,2257116920.00,54013000000.00,7886000000.00
2021-12-31 00:00:00,IBM,898068599.00,2248577848.00,55139000000.00,6650000000.00
2020-12-31 00:00:00,IBM,892653424.00,2242969004.00,65088000000.00,13188000000.00
2019-12-31 00:00:00,IBM,,,,
2023-12-31 00:00:00,IEX,75728593.00,90073413.00,1445800000.00,534300000.00
2022-12-31 00:00:00,IEX,75613956.00,90064988.00,1586900000.00,430200000.00
2021-12-31 00:00:00,IEX,76195441.00,90067996.00,1301300000.00,855400000.00
2020-12-31 00:00:00,IEX,75960542.00,90071763.00,1155500000.00,1025900000.00
2019-12-31 00:00:00,IEX,,,,
2023-12-31 00:00:00,IDXX,83032000.00,107506000.00,1067353000.00,453932000.00
2022-12-31 00:00:00,IDXX,82894000.00,107193000.00,1470033000.00,112546000.00
2021-12-31 00:00:00,IDXX,84562000.00,106879000.00,1031009000.00,144454000.00
2020-12-31 00:00:00,IDXX,85449000.00,106457000.00,1003252000.00,383928000.00
2019-12-31 00:00:00,IDXX,,,,
2023-12-31 00:00:00,ITW,299338816.00,550000000.00,8370000000.00,1065000000.00
2022-12-31 00:00:00,ITW,305000000.00,550000000.00,7949000000.00,708000000.00
2021-12-31 00:00:00,ITW,312900000.00,550000000.00,7881000000.00,1527000000.00
2020-12-31 00:00:00,ITW,316700000.00,550000000.00,8310000000.00,2564000000.00
2019-12-31 00:00:00,ITW,,,,
2023-12-31 00:00:00,INCY,224286862.00,224286862.00,38287000.00,3213376000.00
2022-12-31 00:00:00,INCY,222746719.00,222746719.00,41457000.00,2951422000.00
2021-12-31 00:00:00,INCY,221084433.00,221084433.00,44821000.00,2057440000.00
2020-12-31 00:00:00,INCY,219489329.00,219489329.00,47531000.00,1513008000.00
2019-12-31 00:00:00,INCY,,,,
2023-12-31 00:00:00,IR,403347394.00,428589061.00,2765200000.00,1595500000.00
2022-12-31 00:00:00,IR,405117710.00,426327805.00,2792200000.00,1613000000.00
2021-12-31 00:00:00,IR,407785207.00,423785571.00,3475500000.00,2109600000.00
2020-12-31 00:00:00,IR,418627809.00,420123978.00,3946600000.00,1750900000.00
2019-12-31 00:00:00,IR,,,,
2023-12-31 00:00:00,IP,346037241.00,448937241.00,5905000000.00,1113000000.00
2022-12-31 00:00:00,IP,350300000.00,448900000.00,5862000000.00,804000000.00
2021-12-31 00:00:00,IP,378500000.00,448900000.00,5815000000.00,1295000000.00
2020-12-31 00:00:00,IP,393100000.00,448900000.00,12544000000.00,468000000.00
2019-12-31 00:00:00,IP,,,,
2023-12-31 00:00:00,IPG,378700000.00,383000000.00,4671200000.00,2386100000.00
2022-12-31 00:00:00,IPG,386500000.00,389600000.00,4531600000.00,2545300000.00
2021-12-31 00:00:00,IPG,394300000.00,394300000.00,4798600000.00,3270000000.00
2020-12-31 00:00:00,IPG,390900000.00,390900000.00,5175800000.00,2509000000.00
2019-12-31 00:00:00,IPG,,,,
2024-07-31 00:00:00,INTU,280268000.00,280268000.00,6567000000.00,3609000000.00
2023-07-31 00:00:00,INTU,280421000.00,280421000.00,6689000000.00,2848000000.00
2022-07-31 00:00:00,INTU,281932000.00,281932000.00,7540000000.00,2796000000.00
2021-07-31 00:00:00,INTU,273235000.00,273235000.00,2480000000.00,2562000000.00
2020-07-31 00:00:00,INTU,,,,
2023-12-31 00:00:00,ISRG,352299592.00,352299592.00,,2750100000.00
2022-12-31 00:00:00,ISRG,350000000.00,350000000.00,,1581200000.00
2021-12-31 00:00:00,ISRG,357700000.00,357700000.00,87000000.00,1290900000.00
2020-12-31 00:00:00,ISRG,353100000.00,353100000.00,,1622600000.00
2019-12-31 00:00:00,ISRG,,,,
2023-12-31 00:00:00,IVZ,449500000.00,566100000.00,9045000000.00,1931600000.00
2022-12-31 00:00:00,IVZ,454800000.00,566100000.00,8558200000.00,1434100000.00
2021-12-31 00:00:00,IVZ,461200000.00,566100000.00,9711000000.00,2147100000.00
2020-12-31 00:00:00,IVZ,459100000.00,566100000.00,9115900000.00,1710100000.00
2019-12-31 00:00:00,IVZ,,,,
2023-12-31 00:00:00,INVH,611958239.00,611958239.00,8546052000.00,700618000.00
2022-12-31 00:00:00,INVH,611411382.00,611411382.00,7769077000.00,262870000.00
2021-12-31 00:00:00,INVH,601045438.00,601045438.00,7998659000.00,610166000.00
2020-12-31 00:00:00,INVH,567117666.00,567117666.00,8031504000.00,213422000.00
2019-12-31 00:00:00,INVH,,,,
2023-12-31 00:00:00,IQV,181500000.00,257200000.00,13896000000.00,1376000000.00
2022-12-31 00:00:00,IQV,185700000.00,256400000.00,13011000000.00,1216000000.00
2021-12-31 00:00:00,IQV,190600000.00,255800000.00,12438000000.00,1366000000.00
2020-12-31 00:00:00,IQV,191200000.00,254700000.00,12904000000.00,1814000000.00
2019-12-31 00:00:00,IQV,,,,
2023-12-31 00:00:00,IRM,292142739.00,292142739.00,14787359000.00,222789000.00
2022-12-31 00:00:00,IRM,290830296.00,290830296.00,13286900000.00,141797000.00
2021-12-31 00:00:00,IRM,289757061.00,289757061.00,11703010000.00,255828000.00
2020-12-31 00:00:00,IRM,288273049.00,288273049.00,10998151000.00,205063000.00
2019-12-31 00:00:00,IRM,,,,
2023-12-31 00:00:00,JBHT,103220027.00,167099432.00,1576068000.00,53344000.00
2022-12-31 00:00:00,JBHT,103743382.00,167099432.00,1261738000.00,51927000.00
2021-12-31 00:00:00,JBHT,105093706.00,167099432.00,1301229000.00,355549000.00
2020-12-31 00:00:00,JBHT,105653644.00,167099432.00,1305424000.00,313302000.00
2019-12-31 00:00:00,JBHT,,,,
2023-08-31 00:00:00,JBL,131294422.00,273949811.00,3248000000.00,1804000000.00
2022-08-31 00:00:00,JBL,135493980.00,270891715.00,3411000000.00,1478000000.00
2021-08-31 00:00:00,JBL,144496077.00,267418092.00,3319000000.00,1567000000.00
2020-08-31 00:00:00,JBL,150330358.00,263830270.00,3141000000.00,1394000000.00
2024-06-30 00:00:00,JKHY,72872130.00,104245089.00,150000000.00,38284000.00
2023-06-30 00:00:00,JKHY,72894433.00,104088784.00,275000000.00,12243000.00
2022-06-30 00:00:00,JKHY,72878821.00,103921724.00,115067000.00,48787000.00
2021-06-30 00:00:00,JKHY,74002266.00,103795169.00,100193000.00,50992000.00
2020-06-30 00:00:00,JKHY,,,,
2023-09-30 00:00:00,J,125976998.00,125976998.00,3570208000.00,926582000.00
2022-09-30 00:00:00,J,127393378.00,127393378.00,4165289000.00,1140479000.00
2021-09-30 00:00:00,J,128892540.00,128892540.00,3824161000.00,1014249000.00
2020-09-30 00:00:00,J,129747783.00,129747783.00,2576455000.00,862424000.00
2023-12-31 00:00:00,JNJ,2407078000.00,3119843000.00,29332000000.00,21859000000.00
2022-12-31 00:00:00,JNJ,2613597000.00,3119843000.00,39642000000.00,12889000000.00
2021-12-31 00:00:00,JNJ,2628965000.00,3119843000.00,33751000000.00,14487000000.00
2020-12-31 00:00:00,JNJ,2632512000.00,3119843000.00,35266000000.00,13985000000.00
2019-12-31 00:00:00,JNJ,,,,
2023-09-30 00:00:00,JCI,680372072.00,709968796.00,8848000000.00,835000000.00
2022-09-30 00:00:00,JCI,688696768.00,717726243.00,8960000000.00,2031000000.00
2021-09-30 00:00:00,JCI,708733474.00,737090363.00,7740000000.00,1336000000.00
2020-09-30 00:00:00,JCI,726222683.00,753907315.00,7819000000.00,1951000000.00
2023-12-31 00:00:00,JPM,2876658594.00,4104933895.00,436537000000.00,624151000000.00
2022-12-31 00:00:00,JPM,2934257801.00,4104933895.00,339892000000.00,567234000000.00
2021-12-31 00:00:00,JPM,2944149145.00,4104933895.00,354599000000.00,740834000000.00
2020-12-31 00:00:00,JPM,3049434460.00,4104933895.00,326893000000.00,527609000000.00
2019-12-31 00:00:00,JPM,,,,
2023-12-31 00:00:00,JNPR,320272100.00,320272100.00,1699700000.00,1068100000.00
2022-12-31 00:00:00,JNPR,322900000.00,322900000.00,1719000000.00,880100000.00
2021-12-31 00:00:00,JNPR,321600000.00,321600000.00,1829000000.00,922500000.00
2020-12-31 00:00:00,JNPR,327700000.00,327700000.00,2290800000.00,1361900000.00
2019-12-31 00:00:00,JNPR,,,,
2023-12-31 00:00:00,K,340588194.00,421326361.00,6526000000.00,274000000.00
2022-12-31 00:00:00,K,341799928.00,421209894.00,7164000000.00,299000000.00
2021-12-31 00:00:00,K,341377236.00,421098799.00,7729000000.00,286000000.00
2020-12-31 00:00:00,K,343890538.00,420962092.00,8112000000.00,435000000.00
2019-12-31 00:00:00,K,,,,
2023-12-31 00:00:00,KVUE,1915407000.00,1915407000.00,8427000000.00,1382000000.00
2022-12-31 00:00:00,KVUE,1888972560.00,1888972560.00,116000000.00,1231000000.00
2021-12-31 00:00:00,KVUE,1888972560.00,1888972560.00,129000000.00,740000000.00
2020-12-31 00:00:00,KVUE,1888972560.00,1888972560.00,,618000000.00
2023-12-31 00:00:00,KDP,1390446043.00,1390446043.00,14824000000.00,267000000.00
2022-12-31 00:00:00,KDP,1408394293.00,1408394293.00,13583000000.00,535000000.00
2021-12-31 00:00:00,KDP,1418119197.00,1418119197.00,13266000000.00,567000000.00
2020-12-31 00:00:00,KDP,1407260676.00,1407260676.00,14482000000.00,240000000.00
2019-12-31 00:00:00,KDP,,,,
2023-12-31 00:00:00,KEY,936563987.00,1256702081.00,22607000000.00,941000000.00
2022-12-31 00:00:00,KEY,933324581.00,1256702081.00,24693000000.00,887000000.00
2021-12-31 00:00:00,KEY,928849770.00,1256702081.00,12630000000.00,913000000.00
2020-12-31 00:00:00,KEY,975773299.00,1256702081.00,14468000000.00,1091000000.00
2019-12-31 00:00:00,KEY,,,,
2023-10-31 00:00:00,KEYS,174600000.00,200000000.00,2026000000.00,2472000000.00
2022-10-31 00:00:00,KEYS,178500000.00,199000000.00,2018000000.00,2042000000.00
2021-10-31 00:00:00,KEYS,181900000.00,197000000.00,2023000000.00,2052000000.00
2020-10-31 00:00:00,KEYS,185300000.00,196000000.00,1981000000.00,1756000000.00
2019-10-31 00:00:00,KEYS,,,,
2023-12-31 00:00:00,KMB,336998000.00,378597000.00,8114000000.00,1093000000.00
2022-12-31 00:00:00,KMB,337500000.00,378600000.00,8549000000.00,427000000.00
2021-12-31 00:00:00,KMB,336800000.00,378600000.00,8704000000.00,270000000.00
2020-12-31 00:00:00,KMB,338700000.00,378600000.00,8497000000.00,303000000.00
2023-12-31 00:00:00,KIM,619871237.00,619871237.00,7726781000.00,780518000.00
2022-12-31 00:00:00,KIM,618483565.00,618483565.00,7271565000.00,146970000.00
2021-12-31 00:00:00,KIM,616658593.00,616658593.00,7599481000.00,325631000.00
2020-12-31 00:00:00,KIM,432518743.00,432518743.00,5452099000.00,292953000.00
2019-12-31 00:00:00,KIM,,,,
2023-12-31 00:00:00,KMI,2219729644.00,2219729644.00,32006000000.00,83000000.00
2022-12-31 00:00:00,KMI,2247681626.00,2247681626.00,31679000000.00,745000000.00
2021-12-31 00:00:00,KMI,2267391527.00,2267391527.00,33210000000.00,1140000000.00
2020-12-31 00:00:00,KMI,2264257336.00,2264257336.00,34579000000.00,1184000000.00
2019-12-31 00:00:00,KMI,,,,
2023-12-31 00:00:00,KKR,885005588.00,885005588.00,49387579000.00,20348567000.00
2022-12-31 00:00:00,KKR,861110478.00,861110478.00,44074997000.00,12823556000.00
2021-12-31 00:00:00,KKR,595663618.00,595663618.00,39289776000.00,10091602000.00
2020-12-31 00:00:00,KKR,572893738.00,572893738.00,33615160000.00,6507874000.00
2019-12-31 00:00:00,KKR,,,,
2024-06-30 00:00:00,KLAC,134425000.00,280649000.00,6819643000.00,1977129000.00
2023-06-30 00:00:00,KLAC,136750000.00,136750000.00,6063132000.00,1927865000.00
2022-06-30 00:00:00,KLAC,141804000.00,141804000.00,6774305000.00,1584908000.00
2021-06-30 00:00:00,KLAC,152776000.00,152776000.00,3545828000.00,1434610000.00
2020-06-30 00:00:00,KLAC,,,,
2023-12-31 00:00:00,KHC,1218000000.00,1249000000.00,20032000000.00,1400000000.00
2022-12-31 00:00:00,KHC,1225000000.00,1243000000.00,20070000000.00,1040000000.00
2021-12-31 00:00:00,KHC,1224000000.00,1235000000.00,21815000000.00,3445000000.00
2020-12-31 00:00:00,KHC,1222625469.00,1227625469.00,28306000000.00,3417000000.00
2019-12-31 00:00:00,KHC,,,,
2024-01-31 00:00:00,KR,720000000.00,1918000000.00,19247000000.00,1883000000.00
2023-01-31 00:00:00,KR,716000000.00,1918000000.00,20412000000.00,1015000000.00
2022-01-31 00:00:00,KR,727000000.00,1918000000.00,20440000000.00,1821000000.00
2021-01-31 00:00:00,KR,758000000.00,1918000000.00,20587000000.00,1687000000.00
2020-01-31 00:00:00,KR,,,,
2023-12-31 00:00:00,LHX,189808581.00,189808581.00,13125000000.00,560000000.00
2022-12-31 00:00:00,LHX,190611458.00,190611458.00,7045000000.00,880000000.00
2021-12-31 00:00:00,LHX,193511401.00,193511401.00,7829000000.00,941000000.00
2020-12-31 00:00:00,LHX,208230353.00,208230353.00,7687000000.00,1276000000.00
2023-12-31 00:00:00,LH,83900000.00,83900000.00,5954200000.00,536800000.00
2022-12-31 00:00:00,LH,88200000.00,88200000.00,6246400000.00,320600000.00
2021-12-31 00:00:00,LH,93100000.00,93100000.00,6342600000.00,1472700000.00
2020-12-31 00:00:00,LH,97500000.00,97500000.00,6756400000.00,1320800000.00
2019-12-31 00:00:00,LH,,,,
2024-06-30 00:00:00,LRCX,130377000.00,295201000.00,4983334000.00,5847856000.00
2023-06-30 00:00:00,LRCX,133297000.00,294677000.00,5011541000.00,5337056000.00
2022-06-30 00:00:00,LRCX,136975000.00,294062000.00,5005830000.00,3522001000.00
2021-06-30 00:00:00,LRCX,142501000.00,293267000.00,4995061000.00,4418263000.00
2020-06-30 00:00:00,LRCX,,,,
2024-05-31 00:00:00,LW,143666656.00,150735397.00,3852700000.00,71400000.00
2023-05-31 00:00:00,LW,145665683.00,150293511.00,3490700000.00,304800000.00
2022-05-31 00:00:00,LW,144071428.00,148045584.00,2750400000.00,525000000.00
2021-05-31 00:00:00,LW,146191864.00,147640632.00,2766500000.00,783500000.00
2020-05-31 00:00:00,LW,,,,
2023-12-31 00:00:00,LVS,753000000.00,833000000.00,14029000000.00,5105000000.00
2022-12-31 00:00:00,LVS,764000000.00,833000000.00,15978000000.00,6311000000.00
2021-12-31 00:00:00,LVS,764000000.00,833000000.00,14795000000.00,1854000000.00
2020-12-31 00:00:00,LVS,764000000.00,833000000.00,14004000000.00,2082000000.00
2019-12-31 00:00:00,LVS,,,,
2023-12-31 00:00:00,LDOS,135766419.00,135766419.00,5198000000.00,777000000.00
2022-12-31 00:00:00,LDOS,137000000.00,137000000.00,5490000000.00,516000000.00
2021-12-31 00:00:00,LDOS,140000000.00,140000000.00,5665000000.00,727000000.00
2020-12-31 00:00:00,LDOS,142320981.00,142320981.00,5308000000.00,524000000.00
2019-12-31 00:00:00,LDOS,,,,
2023-11-30 00:00:00,LEN,280948138.00,295076227.00,4984028000.00,6474497000.00
2022-11-30 00:00:00,LEN,289810115.00,292685362.00,6199136000.00,4778720000.00
2021-11-30 00:00:00,LEN,299434266.00,339943243.00,6378364000.00,2921744000.00
2020-11-30 00:00:00,LEN,312699399.00,338386004.00,7421583000.00,2863038000.00
2019-11-30 00:00:00,LEN,,,,
2023-12-31 00:00:00,LLY,899379000.00,949781000.00,25225300000.00,2818600000.00
2022-12-31 00:00:00,LLY,950182000.00,950632000.00,16238600000.00,2067000000.00
2021-12-31 00:00:00,LLY,953653000.00,954116000.00,16884700000.00,3818500000.00
2020-12-31 00:00:00,LLY,956590000.00,957077000.00,16595300000.00,3657100000.00
2019-12-31 00:00:00,LLY,,,,
2023-12-31 00:00:00,LIN,482445145.00,490766972.00,20315000000.00,4664000000.00
2022-12-31 00:00:00,LIN,492457627.00,552012862.00,18791000000.00,5436000000.00
2021-12-31 00:00:00,LIN,508680879.00,552012862.00,15216000000.00,2823000000.00
2020-12-31 00:00:00,LIN,523294529.00,552012862.00,17223000000.00,3754000000.00
2019-12-31 00:00:00,LIN,,,,
2023-12-31 00:00:00,LYV,233303152.00,233711176.00,8437924000.00,6231866000.00
2022-12-31 00:00:00,LYV,231263623.00,231671647.00,7698256000.00,5606457000.00
2021-12-31 00:00:00,LYV,224674579.00,225082603.00,7460517000.00,4884729000.00
2020-12-31 00:00:00,LYV,218015037.00,218423061.00,6461332000.00,2537787000.00
2019-12-31 00:00:00,LYV,,,,
2023-12-31 00:00:00,LKQ,267200000.00,323100000.00,5638000000.00,299000000.00
2022-12-31 00:00:00,LKQ,267300000.00,322400000.00,3935000000.00,278000000.00
2021-12-31 00:00:00,LKQ,287015000.00,321578000.00,4224000000.00,274000000.00
2020-12-31 00:00:00,LKQ,303553000.00,320867602.00,4290912000.00,312154000.00
2019-12-31 00:00:00,LKQ,,,,
2023-12-31 00:00:00,LMT,240000000.00,242000000.00,17459000000.00,1442000000.00
2022-12-31 00:00:00,LMT,254000000.00,254000000.00,15547000000.00,2547000000.00
2021-12-31 00:00:00,LMT,271000000.00,271000000.00,11670000000.00,3604000000.00
